Province,ProvinceCode,County,CountyCode,Warm0Cold1,Dry0Semi05Wet1,Literatcy1HS2above,LongitudeDegree,LatitudeDegree,source1well2surface,network1traditional2modern,ECwatirrig_dsm,croparea_ha,SoilTexture1Light2Normal3Heavy,SoilSalinitydSm,variety1chaI2chamII3Pish4SirMih5Oth,plant_date,harvest_date,GrowthLength150200_123,Irrig1surf2sprinkl3drip,irrig_depth_avg,number_of_irrig,water_vol_m3ha,effective_rain_fao_currentyear_mm,effective_rain_10year_fao075p_mm,WatNeedNationalBook_mm,WaterNeedBookmm,Et_clim_data_this_year_mm,ET_clim_10year_mm,leeching_need_percent,yield_kgha,water_efficiency_kgm3,efficiency_irrig_effectiveraincurrentyear_kgm3,efficiency_irrig_effectiverain10year_kgm3
Fars,4,Eghlid,17,1,0,2,52.48091056,30.82483844,2,2,0.4,15.0,3,0.67,3,95/08/06,96/05/12,3,2,86,9,7725,215,210,690,469,881,910,1,7800,1.0,0.8,0.8
Fars,4,Lamerd,18,0,0.5,1,53.373604,27.252644,2,2,10.5,5.0,2,2.76,1,95/9/5,96/1/28,1,3,664,5,3320,255,166,,,,694,26,3400,1.0,0.6,0.7
Fars,4,Khonj,19,0,0.5,1,53.151013,28.17203566,2,2,5.8,4.0,2,3.51,1,95/9/5,96/1/28,1,3,1120,5,5600,264,168,467,525,,652,14,7117,1.3,0.9,1.0
Fars,4,Khonj,19,0,0.5,1,53.14835808,28.16050124,2,2,4.2,4.0,2,2.06,1,95/8/20,96/2/15,2,3,840,5,4200,264,168,467,525,,652,11,7337,1.7,1.1,1.2
Fars,4,Lamerd,18,0,0.5,1,52.9289449,27.66804954,2,2,7.8,5.0,1,3.38,4,95/9/4,96/2/7,2,3,542,8,4333,255,166,,,,694,19,3581,0.8,0.5,0.6
Fars,4,Lamerd,18,0,0.5,2,53.09941069,27.37597625,2,2,6.6,15.0,3,4.69,1,95/8/10,96/1/28,2,3,667,5,3337,255,166,,,,694,16,3500,1.0,0.6,0.7
Fars,4,Khonj,19,0,0.5,1,53.28379266,28.04788594,2,2,4.0,2.7,1,0.86,1,95/8/25,96/2/13,2,3,953,5,4767,264,168,467,525,,652,10,4973,1.0,0.7,0.8
Fars,4,Khonj,19,0,0.5,1,53.14324161,28.18605372,2,2,4.4,7.9,1,3.148,1,95/8/20,96/2/15,2,3,675,6,4050,264,168,467,525,,652,11,5210,1.3,0.8,0.9
Fars,4,Khonj,19,0,0.5,1,53.151013,28.17203566,2,2,5.8,2.0,2,1.87,1,95/8/25,96/1/28,2,1,126,5,8092,264,168,467,525,,652,18,5990,0.7,0.6,0.6
Fars,4,Khonj,19,0,0.5,1,53.14835808,28.16050124,2,2,4.2,3.5,2,1.87,1,95/8/24,96/2/15,2,1,114,5,7331,264,168,467,525,,652,13,6580,0.9,0.7,0.7
Fars,4,Lamerd,18,0,0.5,1,52.9289449,27.66804954,2,2,7.8,2.0,1,2.15,4,95/8/28,96/2/7,2,1,114,4,6188,255,166,,,,694,27,3800,0.6,0.4,0.5
Fars,4,Lamerd,18,0,0.5,2,53.09941069,27.37597625,2,2,6.5,10.0,3,4.4,4,95/8/20,96/1/28,2,1,136,5,6818,255,166,,,,694,21,3015,0.4,0.3,0.4
Fars,4,Khonj,19,0,0.5,1,53.28856955,28.04948849,2,2,4.0,3.0,3,1.74,4,95/8/18,96/2/13,2,1,140,5,6982,264,168,467,525,,652,12,5230,0.7,0.5,0.6
Fars,4,Fasa,20,0.5,0.5,2,53.76805556,28.76546838,2,2,7.2,32.0,3,4.39,1,1395/8/27,1396/3/12,2,3,744,8,5950,324,228,457,707,,786,18,6715,1.1,0.7,0.8
Fars,4,FirouzAbad,21,0.5,0.5,2,52.53581009,28.85988872,2,2,0.8,4.5,2,0.89,4,1395/8/20,1396/3/25,3,3,1296,5,6480,343,311,445,718,,755,2,7570,1.2,0.8,0.8
Fars,4,FirouzAbad,21,0.5,0.5,1,52.53581009,28.85988872,2,2,0.9,1.4,2,0.89,4,1395/8/20,1396/3/25,3,3,581,7,4067,343,311,445,718,,755,2,6520,1.6,0.9,0.9
Fars,4,FirouzAbad,21,0.5,0.5,1,52.52815161,28.86213683,2,2,0.8,0.4,3,0.89,4,1395/8/20,1396/3/25,3,3,585,7,4098,343,311,445,718,,755,2,7050,1.7,0.9,1.0
Fars,4,Lamerd,18,0.5,0.5,1,53.373604,27.252644,2,2,10.5,3.0,2,2.61,1,95/8/25,96/1/28,2,1,126,4,6832,255,166,,,,694,39,3200,0.5,0.3,0.4
Fars,4,Fasa,20,0.5,0.5,2,53.76805556,28.76546838,2,2,6.5,50.0,3,3.98,4,95/8/25,1396/3/12,2,1,160,5,7992,324,228,457,707,,786,21,5150,0.6,0.5,0.5
Fars,4,FirouzAbad,21,0.5,0.5,1,52.53360123,28.86086423,2,2,0.8,3.2,2,0.77,4,95/8/20,1396/3/25,3,1,114,6,6818,343,311,445,718,,755,2,6200,0.9,0.6,0.6
Fars,4,FirouzAbad,21,0.5,0.5,1,52.52815161,28.86213683,2,2,0.8,5.0,3,0.79,4,95/8/20,1396/3/25,3,1,132,6,7918,343,311,445,718,,755,2,6700,0.8,0.6,0.6
Fars,4,Darab,22,0.5,0,1,54.52,28.75,2,1,0.4,3.0,2,2.9,4,95/9/28,96/2/30,2,1,140,4,5580,332,235,555,621,,659,1,4000,0.7,0.4,0.5
Fars,4,Darab,22,0.5,0,1,54.29,28.77,2,2,0.7,2.0,2,0.8,4,95/10/1,96/2/30,2,3,120,4,4806,332,235,555,621,,659,2,5000,1.0,0.6,0.7
Fars,4,Darab,22,0.5,0,1,54.5,28.76,2,1,0.5,7.0,3,2.9,4,95/9/10,96/2/28,2,1,87,6,5243,332,235,555,621,,659,1,4500,0.9,0.5,0.6
Fars,4,Darab,22,0.5,0,1,54.46,28.73,2,1,1.0,7.0,2,2.42,5,95/8/18,96/2/28,2,1,116,5,5777,332,235,555,621,,659,3,5500,1.0,0.6,0.7
Fars,4,Darab,22,0.5,0,1,54.46,28.73,2,1,0.7,2.0,2,2.42,5,95/8/18,96/2/30,2,1,87,8,6939,332,235,555,621,,659,2,7000,1.0,0.7,0.8
Fars,4,Darab,22,0.5,0,1,54.47,28.73,2,1,0.7,4.2,2,1.81,4,95/10/8,96/3/1,1,1,76,8,6110,332,235,555,621,,659,2,4000,0.7,0.4,0.5
Fars,4,Darab,22,0.5,0,1,54.46,28.73,2,1,0.8,2.0,1,5.83,5,95/8/15,96/2/29,2,1,86,8,6896,332,235,555,621,,659,2,4300,0.6,0.4,0.5
Fars,4,Darab,22,0.5,0,2,54.46,28.73,2,1,0.8,3.5,2,3.13,5,95/8/15,96/3/1,2,1,53,8,4258,332,235,555,621,,659,2,5000,1.2,0.7,0.8
Fars,4,Darab,22,0.5,0,2,54.25,28.75,2,2,1.3,13.0,2,7.96,5,95/8/19,96/2/25,2,2,60,7,4187,332,235,555,621,,659,4,4800,1.1,0.6,0.7
Fars,4,Darab,22,0.5,0,1,54.27,28.78,2,1,0.9,15.0,2,7.96,5,95/8/11,96/2/26,2,1,93,5,4673,332,235,555,621,,659,3,5500,1.2,0.7,0.8
Fars,4,Darab,22,0.5,0,1,54.27,28.78,2,1,0.7,14.0,3,1.9,5,95/8/20,96/2/18,2,1,68,6,4068,332,235,555,621,,659,2,4700,1.2,0.6,0.7
Fars,4,Darab,22,0.5,0,2,54.26,28.79,2,2,0.7,2.0,2,0.7,5,95/9/10,96/2/31,2,3,103,6,6207,332,235,555,621,,659,2,7300,1.2,0.8,0.9
Fars,4,Darab,22,0.5,0,1,54.26,28.79,2,2,0.7,3.7,2,4.44,5,95/9/15,96/2/31,2,3,85,6,5091,332,235,555,621,,659,2,6500,1.3,0.8,0.9
Fars,4,Darab,22,0.5,0,1,54.31,28.69,2,2,3.2,6.5,2,12.74,4,95/8/10,96/2/15,2,3,66,7,4608,332,235,555,621,,659,8,5000,1.1,0.6,0.7
Fars,4,Darab,22,0.5,0,1,54.26,28.7,2,1,0.9,5.0,3,1.2,5,95/8/15,96/2/17,2,1,72,7,5061,332,235,555,621,,659,2,5500,1.1,0.7,0.7
Kerman,5,RudbarJonub,23,0,0,2,57.98999757,28.04423705,2,1,5.0,8.0,1,2,5,95/8/25,95/2/12,2,1,87,13,11340,111,111,320,716,,,13,3790,0.3,0.3,0.3
Kerman,5,RudbarJonub,23,0,0,1,57.98999757,28.04423705,2,2,1.0,15.0,1,2.1,2,95/9/12,96/2/8,1,3,72,10,7200,111,111,320,716,,,3,4400,0.6,0.5,0.5
Kerman,5,Anbarabad,24,0,0,2,57.86094388,28.3295582,2,2,1.1,20.0,3,1.2,2,95/9/24,96/3/16,2,3,54,10,5421,186,186,320,716,,,3,4960,0.9,0.7,0.7
Kerman,5,Anbarabad,24,0,0,2,57.86070903,28.32573253,2,1,1.1,36.0,3,0.5,2,95/9/20,96/3/12,2,1,65,10,6480,186,186,320,716,,,3,4750,0.7,0.6,0.6
Kerman,5,Anbarabad,24,0,0,1,57.758,28.295,2,2,1.0,10.0,3,1.4,4,95/9/2,96/2/9,2,3,64,6,3857,186,186,320,716,,,3,4000,1.0,0.7,0.7
Kerman,5,Anbarabad,24,0,0,1,57.8049876,28.33192171,2,1,1.0,20.0,3,0.6,4,95/8/10,96/1/31,2,1,73,10,7257,186,186,320,716,,,2,4930,0.7,0.5,0.5
Kerman,5,Anbarabad,24,0,0,2,57.93853636,28.40640961,2,2,0.8,30.0,3,0.8,5,95/9/11,96/2/10,1,3,213,5,10666,186,186,320,716,,,2,4300,0.4,0.3,0.3
Kerman,5,Faryab,25,0,0,1,57.25044265,28.12817097,2,2,0.6,57.0,1,1.8,2,95/8/15,96/2/2,2,3,128,4,5120,256,256,320,716,,,2,3140,0.6,0.4,0.4
Kerman,5,Faryab,25,0,0,1,57.25603965,28.13100416,2,1,0.6,0.1,1,0.6,1,95/10/1,96/2/3,1,1,143,2,2856,251,251,320,716,,,1,5420,1.9,1.0,1.0
Kerman,5,Faryab,25,0,0,2,57.32420456,28.17520059,2,2,0.9,25.0,1,3.9,2,95/8/20,96/2/3,1,3,88,3,2650,256,256,320,716,,,2,3940,1.5,0.8,0.8
Kerman,5,Faryab,25,0,0,2,57.32456674,28.16694004,2,1,0.9,16.0,1,1.6,2,95/9/1,96/2/4,1,1,104,4,4147,256,256,320,716,,,2,4100,1.0,0.6,0.6
Kermanshah,6,Kermanshah,26,1,0.5,2,47.24547997,34.33664179,2,2,0.5,73.0,2,1.64,3,95-7-16,96-4-12,3,2,50,6,3882,215,221,307,558,353,348,1,7600,2.0,1.3,1.2
Kermanshah,6,Kermanshah,26,1,0.5,1,46.96623082,34.46296941,2,2,0.3,12.0,3,2,4,95-7-28,96-4-11,3,2,74,6,4462,239,245,307,558,329,323,1,7500,1.7,1.1,1.1
Kermanshah,6,Kermanshah,26,1,0.5,1,47.02761049,34.46548266,2,1,0.3,7.0,3,1.18,4,95-8-1,96-4-15,3,1,76,5,5184,239,245,307,558,329,323,1,8000,1.5,1.1,1.0
Kermanshah,6,Kermanshah,26,1,0.5,2,46.99002776,34.51203823,2,2,0.3,3.0,2,2.19,4,95-8-7,96-4-11,3,2,47,6,4030,215,221,307,558,353,348,1,7200,1.8,1.2,1.2
Kermanshah,6,Kermanshah,26,1,0.5,2,46.89262839,34.40153003,2,1,0.4,4.0,3,1.54,3,95-8-12,96-4-16,3,1,100,4,4300,239,245,307,558,329,323,1,5500,1.3,0.8,0.8
Kermanshah,6,Kermanshah,26,1,0.5,2,46.89460619,34.3951698,2,2,0.5,8.0,3,1.14,3,95-8-13,96-4-16,3,2,65,7,5184,239,245,307,558,329,323,1,6000,1.2,0.8,0.8
Kermanshah,6,Kermanshah,26,1,0.5,1,46.96795344,34.43246648,2,2,1.1,6.0,2,5.36,3,95-8-1,96-4-15,3,2,50,7,3450,215,221,307,558,353,348,3,6000,1.7,1.1,1.1
Kermanshah,6,Kermanshah,26,1,0.5,1,46.96795344,34.43246648,2,2,1.1,2.0,2,5.36,3,95-8-2,96-4-15,3,2,89,7,3550,239,245,307,558,329,323,3,5500,1.5,0.9,0.9
Hamedan,7,Razan,27,1,0.5,1,48.901056,35.470375,2,2,0.3,20.0,3,1.44,4,95-8-10,96-5-3,3,2,894,7,5985,215,217,402,664,705,584,1,6000,1.0,0.7,0.7
Hamedan,7,Razan,27,1,0.5,1,48.920639,35.488635,2,2,0.3,20.0,2,1.01,4,95-8-1,96-5-5,3,2,552,9,4968,218,244,402,664,719,591,1,4000,0.8,0.6,0.5
Hamedan,7,Dargazin,28,1,0.5,2,49.149217,35.390669,2,2,0.5,13.0,3,1.34,3,95-7-9,96-4-26,3,2,647,9,5825,218,247,402,664,723,593,1,5600,1.0,0.7,0.7
Hamedan,7,Dargazin,28,1,0.5,1,49.141083,35.394361,2,2,0.4,20.0,3,1.75,3,95-7-25,96-4-28,3,2,508,8,4060,218,246,402,664,700,572,1,6300,1.6,1.0,1.0
Hamedan,7,Dargazin,28,1,0.5,1,49.126657,35.409417,2,2,0.4,20.0,3,1.73,3,95-7-28,96-4-25,3,2,556,8,4450,218,246,402,664,699,571,1,5500,1.2,0.8,0.8
Hamedan,7,Razan,27,1,0.5,1,48.963444,35.451306,2,2,0.2,15.0,3,1.51,3,95-8-7,96-5-5,3,2,717,9,6150,215,229,402,664,723,593,1,6500,1.1,0.8,0.8
Hamedan,7,Razan,27,1,0.5,1,48.968031,35.441039,2,2,0.3,8.0,3,1.21,3,95-7-28,96-5-1,3,2,585,8,4680,218,246,402,664,726,596,1,5000,1.1,0.7,0.7
Hamedan,7,Razan,27,1,0.5,1,48.970994,35.428183,2,2,0.2,4.0,3,2.23,3,95-8-1,96-5-6,3,2,573,9,5211,218,245,402,664,733,603,1,7000,1.3,0.9,0.9
Hamedan,7,Razan,27,1,0.5,2,49.037,35.433586,2,2,0.4,50.0,3,1.42,3,95-7-18,96-5-3,3,2,646,10,6103,218,247,402,664,736,602,1,4500,0.7,0.5,0.5
Hamedan,7,Razan,27,1,0.5,1,49.00433,35.415639,2,2,0.3,15.0,2,1.7,5,95-8-10,96-5-7,3,2,557,9,4915,215,218,402,664,717,594,1,4500,0.9,0.6,0.6
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.0125409,37.29408955,2,1,3.1,0.5,1,2.54,3,1395/7/25,اواخر تیر ماه,3,1,120,5,6000,110,124,328,574,,402,9,4815,0.8,0.7,0.7
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.07719198,37.30629095,2,1,1.7,0.5,3,1.19,3,1395/7/18,اواخر تیر ماه,3,1,78,4,3110,110,124,328,574,,402,5,2300,0.7,0.5,0.5
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.09138613,37.29217189,2,1,1.5,0.4,1,1.34,3,1395/9/5,اواخر تیر ماه,3,1,97,4,3890,110,124,328,574,,402,4,3500,0.9,0.7,0.7
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.04218013,37.29989839,2,1,2.6,0.9,1,1.6,3,1395/8/12,اواخر تیر ماه,3,1,86,4,3456,110,124,328,574,,402,7,4550,1.3,1.0,1.0
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.02518934,37.35482212,2,1,4.8,0.3,1,3,3,1395/8/18,اواخر تیر ماه,3,1,108,4,4320,110,124,328,574,,402,15,3700,0.9,0.7,0.7
EastAzarbayjan,9,Bonab,29,1,0.5,1,45.99038034,37.31454867,2,1,2.0,1.0,1,1.2,3,1395/8/14,اواخر تیر ماه,3,1,93,5,4650,110,124,328,574,,402,6,4000,0.9,0.7,0.7
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.0580855,37.3841236,1,1,0.3,1.0,2,1.41,3,1395/7/15,اواخر تیر ماه,3,1,106,4,4240,110,124,328,574,,402,1,4182,1.0,0.8,0.8
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.14271243,37.28061884,2,1,3.1,1.0,3,2.6,3,1395/7/25,اواخر تیر ماه,3,1,85,5,4250,110,124,328,574,,402,9,3750,0.9,0.7,0.7
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.04322663,37.27763462,2,1,1.2,2.2,3,1.03,3,1395/8/1,اواخر تیر ماه,3,1,92,5,4600,110,124,328,574,,402,3,4817,1.0,0.8,0.8
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.06754505,37.29277692,2,1,0.9,0.6,3,0.87,5,1395/8/5,اواخر تیر ماه,3,1,101,4,4032,110,124,328,574,,402,2,4160,1.0,0.8,0.8
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.0502698,37.2414277,1,1,0.5,1.0,3,4.1,3,1395/7/15,اواسط تیر ماه,3,1,117,4,4680,110,124,328,574,,402,1,2009,0.4,0.3,0.3
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.07148943,37.39654957,1,1,0.3,1.0,3,0.35,3,1395/7/20,تیر ماه,3,1,100,4,4001,110,124,328,574,,402,1,4950,1.2,1.0,0.9
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.16251634,37.32508774,1,1,0.3,1.5,2,0.81,4,1395/8/5,تیر ماه,3,1,100,4,4000,110,124,328,574,,402,1,4840,1.2,0.9,0.9
EastAzarbayjan,9,Bonab,29,1,0.5,1,46.11148469,37.3224595,1,1,0.3,1.0,2,1.02,4,1395/8/3,تیر ماه,3,1,115,4,4600,110,124,328,574,,402,1,4560,1.0,0.8,0.8
WestAzarbayjan,10,Urmiah,30,1,0.5,1,45.0308,38.1222,2,1,0.9,0.8,2,1.35,3,"""95/08/12",96_4_11,3,3,59,5,2940,210,271,376,532,451,463,2,4940,1.7,1.0,0.9
WestAzarbayjan,10,Urmiah,30,1,0.5,1,45.0485,38.1113,2,1,0.7,2.0,2,1.11,5,"""95/12/26",96_4_12,1,3,58,5,2910,210,271,376,532,451,463,2,4060,1.4,0.8,0.7
WestAzarbayjan,10,Bukan,31,1,0.5,2,45.9734,36.5273,2,1,0.7,0.6,2,1.05,3,"""95/08/14",96_4_18,3,3,52,5,2587,224,350,375,540,443,447,2,3800,1.5,0.8,0.6
WestAzarbayjan,10,Urmiah,30,1,0.5,1,45.178,37.7644,2,1,1.2,1.9,2,1.8,3,"""95/07/30",96_4_23,3,1,86,4,3420,210,271,376,532,451,463,3,4840,1.4,0.9,0.8
WestAzarbayjan,10,Urmiah,30,1,0.5,1,45.201,37.7474,2,1,1.4,0.7,2,2.1,3,"""95/08/01",96_4_24,3,1,103,4,4120,210,271,376,532,451,463,4,4900,1.2,0.8,0.7
WestAzarbayjan,10,Urmiah,30,1,0.5,1,45.1998,37.748,2,1,1.4,0.5,2,2.3,3,"""95/07/27",96_4_24,3,1,126,4,5030,210,271,376,532,451,463,4,5400,1.1,0.8,0.7
WestAzarbayjan,10,Naqadeh,32,1,0.5,1,45.6266,36.9793,2,1,1.1,1.0,2,1.6,3,"""95/07/24",96_4_20,3,1,108,4,4310,210,271,382,540,455,450,3,4650,1.1,0.7,0.7
WestAzarbayjan,10,Naqadeh,32,1,0.5,1,45.6298,36.9798,2,1,1.1,1.2,2,1.6,3,"""95/08/25",96_4_20,3,1,108,4,4300,210,271,382,540,455,450,3,4100,1.0,0.6,0.6
WestAzarbayjan,10,Naqadeh,32,1,0.5,1,45.6115,36.9685,2,1,1.2,4.0,2,1.5,3,"""95/07/21",96_4_22,3,1,112,4,4470,210,271,382,540,455,450,3,6340,1.4,1.0,0.9
Semnan,11,Semnan,33,1,0,1,53.4175,35.5522,2,1,1.6,24.0,1,,5,17/7/95,30/3/96,3,1,94,9,8500,89,105,275,625,,618,5,5000,0.6,0.5,0.5
Semnan,11,Damqan,34,1,0,1,54.285556,35.9211,2,1,2.2,45.0,1,,5,15/8/95,29/3/96,3,1,89,7,6240,83,91,272,591,,604,6,5000,0.8,0.7,0.7
Semnan,11,Damqan,34,1,0,2,54.393889,36.065278,2,1,1.2,9.0,3,,3,25/8/95,15/3/96,3,1,85,10,8550,83,91,272,591,,604,3,6300,0.7,0.7,0.7
Semnan,11,Garmsar,35,1,0,1,52.265278,35.165556,2,2,4.0,25.0,2,,3,25/8/95,15/3/96,3,2,82,9,7360,54,88,376,617,,608,12,6000,0.8,0.8,0.7
Semnan,11,Garmsar,35,1,0,2,52.315278,35.148889,2,1,5.0,46.0,2,,3,34980,30/2/96,3,1,66,10,6630,54,88,376,617,,608,16,5500,0.8,0.8,0.7
Semnan,11,Shahrud,36,1,0,2,54.976389,36.33056,2,2,1.6,35.0,2,,5,15/7/95,35068,3,3,100,10,10680,118,109,333,604,,538,5,6000,0.6,0.5,0.5
Semnan,11,Shahrud,36,1,0,1,55.038056,36.340278,2,2,1.7,4.0,1,,3,34707,35189,3,3,80,10,8033,118,109,333,604,,538,5,3500,0.4,0.4,0.4
Semnan,11,Shahrud,36,1,0,2,54.97,36.328611,2,1,1.6,40.0,2,,4,34706,35099,3,1,82,10,8208,118,109,333,604,,538,5,4000,0.5,0.4,0.4
Semnan,11,Shahrud,36,1,0,2,55.045,36.491111,2,2,1.1,11.0,2,,3,15/7/95,35342,3,2,102,9,7500,118,109,333,604,,538,3,7000,0.9,0.8,0.8
Semnan,11,Shahrud,36,1,0,2,55.406111,36.611389,2,1,2.3,32.0,1,,4,25/9/95,35342,2,1,67,10,6700,118,109,333,604,,538,7,3500,0.5,0.4,0.4
Semnan,11,Miami,37,1,0,2,55.664722,36.442778,2,1,1.1,45.0,3,,3,15/7/95,25/3/96,3,1,72,9,7665,111,100,320,604,,574,3,7000,0.9,0.8,0.8
Semnan,11,Miami,37,1,0,1,55.673611,36.45611,2,1,1.3,39.0,2,,3,15/7/95,27/3/96,3,1,87,9,8062,111,100,320,604,,574,4,5000,0.6,0.5,0.6
Qazvin,12,Abyek,38,1,0.5,1,50.386379,36.025149,2,1,2.3,25.0,3,1.51,5,8/2,4/8,3,1,148,5,7400,160,152,421,587,653,690,7,6500,0.9,0.7,0.7
Qazvin,12,Abyek,38,1,0.5,1,50.300912,36.058535,2,1,2.7,130.0,3,1.62,3,7/16,4/11,3,2,79,8,6300,167,152,421,587,669,709,8,5700,0.9,0.7,0.7
Qazvin,12,Abyek,38,1,0.5,2,50.17619897,36.15972637,1,2,1.1,220.0,2,0.76,3,7/14,4/11,3,2,86,5,4300,167,152,421,587,669,709,3,6600,1.5,1.1,1.1
Qazvin,12,Abyek,38,1,0.5,2,50.18962957,36.15101896,1,2,1.3,200.0,2,0.76,3,7/15,4/15,3,2,57,9,5100,167,152,421,587,669,709,4,5500,1.1,0.8,0.8
Qazvin,12,Abyek,38,1,0.5,1,50.4170354,36.01280631,2,1,3.1,60.0,3,1.78,5,7/12,4/11,3,1,170,4,6800,167,152,421,587,671,709,9,5300,0.8,0.6,0.6
Qazvin,12,Abyek,38,1,0.5,2,50.45524305,35.99980482,2,1,3.2,120.0,3,2.29,5,7/28,4/13,3,1,130,6,7800,162,152,421,587,653,709,9,8900,1.1,0.9,1.0
Qazvin,12,BoyeenZahra,39,1,0,2,50.02796822,35.94049457,2,1,2.7,100.0,3,2.42,3,7/20,4/11,3,1,144,5,7200,71,104,421,587,731,727,8,5300,0.7,0.7,0.6
Qazvin,12,BoyeenZahra,39,1,0,2,50.00054843,35.89226111,2,1,2.6,200.0,3,2.56,3,7/15,4/10,3,2,83,7,5800,71,104,421,587,731,727,8,6200,1.1,1.0,0.9
Qazvin,12,BoyeenZahra,39,1,0,2,50.00317782,35.91230674,2,1,3.1,80.0,3,2.89,3,7/15,4/12,3,1,134,5,6700,71,104,421,587,731,727,9,5700,0.9,0.8,0.7
Qazvin,12,BoyeenZahra,39,1,0,1,49.86067122,36.12713723,2,1,2.2,20.0,3,2.1,3,7/25,4/14,3,1,130,6,7800,71,104,421,587,731,727,6,4500,0.6,0.5,0.5
Qazvin,12,BoyeenZahra,39,1,0,1,50.25193708,36.08300553,2,1,2.3,25.0,3,1.98,3,7/22,4/15,3,1,126,6,7600,71,104,421,587,731,727,7,5200,0.7,0.6,0.6
Qazvin,12,BoyeenZahra,39,1,0,2,50.12217483,35.90404867,2,2,2.8,26.0,3,3.32,5,8/7,4/18,3,1,98,7,6900,62,104,421,587,703,690,8,6400,0.9,0.9,0.8
Golestan,13,Gorgan,40,0,1,,54.54243265,36.92433518,2,1,0.7,25.0,1,0.95,5,,,,2,,,790,117,209,151,,264,215,2,5047,6.4,2.6,1.8
Golestan,13,Gorgan,40,0,1,,54.54323897,36.86421308,2,1,0.8,5.0,3,0.75,5,,,,1,,,1300,130,209,151,,264,215,2,4333,3.3,1.7,1.3
Golestan,13,Gorgan,40,0,1,,54.56653469,36.81293455,2,1,0.7,2.0,2,0.82,5,,,,1,,,1290,130,209,151,,264,215,2,4400,3.4,1.7,1.3
Golestan,13,Gorgan,40,0,1,,54.3217259,36.85167482,2,1,0.5,5.0,3,0.65,5,,,,1,,,1150,115,209,151,,264,215,1,3867,3.4,1.7,1.2
Golestan,13,Gorgan,40,0,1,,54.32238107,36.84800373,2,1,0.6,12.0,3,0.57,5,,,,1,,,1310,130,209,151,,264,215,2,4590,3.5,1.8,1.4
Golestan,13,Gorgan,40,0,1,,54.45933647,36.89655899,2,1,0.7,4.0,3,,5,,,,1,,,3390,115,209,151,,264,215,2,4590,1.4,1.0,0.8
Golestan,13,Gorgan,40,0,1,,54.502802,36.92763571,2,1,1.7,7.0,3,,5,,,,2,,,740,130,209,151,,264,215,5,4689,6.3,2.3,1.7
Golestan,13,Gorgan,40,0,1,,54.5456697,36.8657143,2,1,0.6,2.0,3,,5,,,,1,,,950,130,209,151,,264,215,2,3540,3.7,1.6,1.2
Golestan,13,GonbadKavous,41,0,1,,55.12291447,37.20924218,2,1,1.1,25.0,3,1.9,5,,,,1,,,1115,153,179,170,,291,234,3,4478,4.0,1.7,1.5
Golestan,13,GonbadKavous,41,0,1,,55.09929111,37.2727205,2,1,1.5,20.0,3,2.8,5,,,,1,,,3503,160,179,170,,291,234,4,3620,1.0,0.7,0.7
Golestan,13,GonbadKavous,41,0,1,,55.22426638,37.2355008,2,1,2.0,5.0,2,3.6,5,,,,1,,,1970,153,179,170,,291,234,6,3567,1.8,1.0,0.9
Golestan,13,GonbadKavous,41,0,1,,55.26205857,37.24304665,2,1,1.1,4.3,3,1.2,5,,,,2,,,535,153,179,170,,291,234,3,4338,8.1,2.1,1.9
Golestan,13,GonbadKavous,41,0,1,,55.30315254,37.21179082,2,1,0.7,7.0,3,0.71,5,,,,1,,,3260,153,179,170,,291,234,2,4875,1.5,1.0,1.0
